branch,customer,acct,decline_amount,months_gone,last_purchase,rev_2025,rev_2024,rev_2023,txn_count
Heath,J & S Mechanical Services Llc ,3070210,3904.67,7.8,2025-07-08,565.31,1288.37,2050.99,10
Heath,Knk Construction              ,3057032,10684.309999999998,8.0,2025-07-01,417.38,8737.46,1529.47,15
Heath,Wilson'S Lawncare & Lndscp Srv,1597588,9794.87,8.0,2025-07-02,500.0,3852.25,5442.62,12
Heath,Sunset View Construction      ,93220,4962.360000000001,8.0,2025-07-03,589.1,0.0,4373.26,7
Heath,Roger Guisinger               ,1539755,1285.57,8.0,2025-07-03,256.55,851.48,177.54000000000002,5
Heath,Owens Corning Company         ,70951,2249.56,8.1,2025-06-30,1041.52,692.48,515.56,8
Heath,Jan Romine                    ,3054503,1918.09,8.1,2025-06-30,848.25,120.0,949.84,4
Heath,Airtime Heating & Cooling Inc ,1510400,1878.84,8.2,2025-06-26,1335.3300000000002,543.51,0.0,6
Heath,B Huffman Enterprise Ltd      ,1546781,4791.299999999999,8.3,2025-06-23,4266.69,0.0,524.61,6
Heath,Ohio Heating & Refrigeration  ,3072250,3501.92,8.3,2025-06-23,1996.35,1390.57,115.0,8
Heath,Gordon Excavating             ,1538105,7415.96,8.4,2025-06-20,545.68,1513.71,5356.57,9
Heath,Randy Keller                  ,3071405,3710.06,8.4,2025-06-19,25.5,0.0,3684.56,3
Heath,Shelly Company                ,83640,20621.06,8.7,2025-06-11,19541.05,981.15,98.86,9
Heath,Darnes Farm                   ,1526371,8027.299999999999,8.7,2025-06-12,2155.56,4162.79,1708.95,11
Heath,Licking Co Madison Twp        ,57320,12457.45,9.0,2025-06-02,2658.14,8864.41,934.9,16
Heath,Robinson Paving               ,3082629,6151.26,9.1,2025-05-29,734.34,5416.92,0.0,6
Heath,Pipeworks                     ,1573607,2000.94,9.2,2025-05-28,548.13,1194.9,257.91,8
Heath,Licking Co Eden Twp           ,57350,4291.46,9.6,2025-05-14,570.95,3329.99,390.52,7
Heath,Knox Co Miller Twp            ,53072,12112.78,9.7,2025-05-13,387.8,3704.98,8020.0,7
Heath,Patrick Fifield               ,3069704,2956.5,10.1,2025-04-29,1007.98,1843.52,105.0,6
Heath,Richard L Bussert             ,419697,1421.47,10.1,2025-04-29,1421.47,0.0,0.0,3
Heath,Newark Material Llc           ,1568788,1935.18,10.2,2025-04-25,158.7,1061.58,714.9,6
Heath,Kennedy Farms                 ,1551323,25728.0,10.3,2025-04-24,14882.37,2827.97,8017.66,6
Heath,George Cenky                  ,1521640,2012.36,10.3,2025-04-23,1065.09,0.0,947.27,7
Heath,H W Martin & Son Co           ,463322,4991.88,10.6,2025-04-15,382.5,639.6,3969.78,12
Heath,D & R Auto & Truck Repair     ,1526009,25268.11,11.0,2025-04-01,2874.46,5807.82,16585.83,23
Heath,Perry Scrap Yard              ,1572656,3228.05,11.0,2025-04-02,2122.51,0.0,1105.54,5
Heath,Elco Services                 ,3044400,1480.9900000000002,11.0,2025-04-02,330.39,407.93,742.6700000000001,11
Heath,City Of Lancaster             ,1554711,1088.37,11.0,2025-04-01,302.8,785.57,0.0,3
Heath,Catalyst Building Company     ,3063349,6078.25,11.2,2025-03-28,6000.45,25.8,52.0,4
Heath,Claggett & Sons Inc           ,22411,4835.01,11.2,2025-03-26,967.72,1667.48,2199.81,23
Heath,Knox Co Hilliar Twp           ,53081,1939.77,11.2,2025-03-27,549.5,880.71,509.56,5
Heath,Knox Co Liberty Twp           ,53056,1216.31,11.2,2025-03-28,541.15,568.32,106.84,4
Heath,Corder Construction           ,1524345,4679.75,11.3,2025-03-25,4328.75,183.33,167.67,3
Heath,Mike Showman                  ,3072494,1364.02,11.3,2025-03-25,510.12,853.9,0.0,5
Heath,Shacklefords Disposal         ,3048517,2207.81,11.7,2025-03-11,297.2,107.53,1803.08,7
Heath,Perry Co Monday Creek Twp     ,472650,1572.13,11.7,2025-03-12,432.0,492.74,647.39,5
Heath,Berry Grain Farms Llc         ,3096720,1676.9299999999998,11.9,2025-03-06,1133.6,543.33,0.0,5
Heath,Dennis Dunlap                 ,3096721,1354.97,11.9,2025-03-06,480.52,874.45,0.0,3
Holt,John Deitrick                 ,3050671,2741.1500000000005,6.1,2025-08-28,1628.35,635.2,477.6,15
Holt,Carr Brothers & Sons          ,1921002,2351.27,6.3,2025-08-22,433.8200000000001,1917.45,0.0,5
Holt,Branch Co Road Commission     ,1917402,9798.17,6.4,2025-08-19,309.92,3506.89,5981.360000000001,12
Holt,Wayne Huff                    ,4000190,1112.12,6.4,2025-08-19,1112.12,0.0,0.0,4
Holt,Gerald Kamyszek               ,3013087,1020.25,6.4,2025-08-20,203.95,816.3,0.0,5
Holt,Five Starr Stump Grinding     ,2033170,39244.0,6.5,2025-08-18,3323.35,1025.71,34894.94,11
Holt,Don Johnson                   ,1949309,1974.01,6.6,2025-08-13,322.68,419.2600000000001,1232.07,5
Holt,Macallister Rentals           ,3094104,2842.4300000000003,6.7,2025-08-12,2718.92,123.51,0.0,4
Holt,Keith Grubb                   ,1939612,1764.9699999999998,6.7,2025-08-11,412.48,1215.87,136.62,9
Holt,I S A Stump Grinding          ,3062081,3172.08,6.8,2025-08-08,1451.75,0.0,1720.3300000000002,8
Holt,Brothers Outdoor World        ,1918342,2878.83,6.8,2025-08-07,799.9499999999999,2078.88,0.0,5
Holt,Cremer Farms                  ,1925131,10318.500000000002,6.9,2025-08-06,1536.28,4686.84,4095.38,21
Holt,Partin Excavating             ,1971744,8193.84,6.9,2025-08-04,296.15,3555.91,4341.78,20
Holt,Mauldon Construction Co       ,1963808,3545.28,6.9,2025-08-06,538.3499999999999,1897.45,1109.48,6
Holt,United Rentals Inc            ,1293104,9083.61,7.1,2025-07-31,2687.65,3904.04,2491.92,19
Holt,Romo Tree Service             ,3016340,6175.92,7.1,2025-07-31,6175.92,0.0,0.0,6
Holt,Utility Contracting Co        ,793183,3109.85,7.1,2025-07-31,3063.04,46.81,0.0,5
Holt,Tony Johnson                  ,1949384,2693.62,7.3,2025-07-25,923.8,1316.0,453.82,28
Holt,Cripps Fontaine Excavating Inc,1925176,1302.81,7.4,2025-07-22,153.26999999999998,332.86,816.68,3
Holt,Abfalter Repair               ,3072649,1068.8,7.4,2025-07-21,48.76,1020.04,0.0,5
Holt,John Perkins                  ,3082944,1398.61,7.5,2025-07-18,391.18,1007.43,0.0,4
Holt,Watters & Sons Farms          ,1995221,1327.6,7.6,2025-07-15,107.53,1198.47,21.6,6
Holt,Kbh Installation              ,2050573,4303.85,7.7,2025-07-11,1131.11,2029.13,1143.61,7
Holt,Jj'S Tree Service             ,4000212,1461.46,7.7,2025-07-11,1461.46,0.0,0.0,3
Holt,Discount Tree Sales           ,1928287,4056.920000000001,7.8,2025-07-09,96.3,3569.4300000000003,391.19,15
Holt,Kim Ackerson & Son            ,1910165,1360.7800000000002,7.8,2025-07-10,-404.57,1765.35,0.0,6
Holt,Phil Vitale                   ,3053360,1438.97,7.9,2025-07-07,205.0,99.0,1134.97,7
Holt,D & T Power Llc               ,4000083,3026.4,8.0,2025-07-01,3026.4,0.0,0.0,3
Holt,Spink Insulation              ,3046283,1209.26,8.2,2025-06-27,1209.26,0.0,0.0,3
Holt,Cd & Sons Excavating          ,3093581,1374.6999999999998,8.4,2025-06-19,835.78,538.92,0.0,4
Holt,Clifford Herl E               ,1943752,1045.23,8.4,2025-06-19,836.93,0.0,208.3,4
Holt,Jim'S Stump Grinding          ,1949140,10605.59,8.5,2025-06-18,646.58,1238.09,8720.92,12
Holt,D L Kesler Const              ,1928372,2734.21,8.9,2025-06-06,2008.96,477.25,248.0,11
Holt,Young Farms                   ,1999423,2135.0,8.9,2025-06-06,1073.89,1061.11,0.0,6
Holt,Ed Root                       ,3072501,1880.16,8.9,2025-06-06,350.95,1529.21,0.0,13
Holt,Village Of Pinckney           ,2073553,1000.61,8.9,2025-06-04,140.89,0.0,859.72,6
Holt,Parkville Prairie Farms       ,1968617,4758.84,9.1,2025-05-29,3887.87,511.99,358.98,5
Holt,Joseph Trolz                  ,3070128,1490.1,9.1,2025-05-29,1355.47,63.47,71.16,3
Holt,Mack Perkins                  ,3051007,4245.06,9.3,2025-05-23,4136.41,108.65,0.0,4
Holt,B & T Excavating              ,1988091,3132.21,9.4,2025-05-21,478.86,68.14,2585.21,13
Holt,Bcg Construction              ,3072204,2333.51,9.4,2025-05-22,63.74,2269.77,0.0,4
Holt,Crossroads Mobile Maintenance ,1925347,3414.17,9.5,2025-05-19,859.59,2554.58,0.0,5
Holt,Davis Construction Yard       ,1926615,3564.6,9.6,2025-05-15,453.39,1837.4,1273.81,8
Holt,Little Creek                  ,1970197,1396.79,9.6,2025-05-15,360.25,926.59,109.95,9
Holt,Kamminga & Roodvoets Inc      ,1950215,5621.0,9.9,2025-05-06,78.71000000000001,3582.11,1960.18,12
Holt,Dullock Excavating Llc        ,1929580,2271.61,10.0,2025-05-02,550.0,1430.68,290.93,8
Holt,J R C Every Farms             ,1949871,1372.47,10.1,2025-04-30,1372.47,0.0,0.0,5
Holt,Wallace Automotive            ,3070823,3268.94,10.2,2025-04-25,2650.12,69.26,549.5600000000001,5
Holt,Frank Kita & Sons             ,3054272,1245.6,10.2,2025-04-25,86.09,422.34,737.17,7
Holt,Lenawee County Road Commission,756741,1017.32,10.2,2025-04-28,815.72,88.52,113.08,4
Holt,Amtrak Passenger Railroad     ,1910980,10081.760000000002,10.3,2025-04-24,453.7000000000001,8591.53,1036.53,6
Holt,Matthew Dillon                ,1928150,1119.36,10.3,2025-04-23,353.17999999999995,766.18,0.0,3
Holt,Operating Engineers Local 324 ,2070632,1054.95,10.4,2025-04-21,589.82,158.88,306.25,3
Holt,L D Clark Excavating Co       ,1922521,4985.299999999999,10.5,2025-04-17,509.52,3525.0,950.78,19
Holt,James Myall Iii Farm          ,1967900,2943.31,10.8,2025-04-08,10.02,2516.27,417.02,8
Holt,James Buono                   ,1919181,1489.23,10.8,2025-04-08,238.15,484.93,766.15,5
Holt,Wolk Farms                    ,2098200,2504.8100000000004,11.0,2025-04-02,277.47,1934.43,292.91,10
Holt,Warblow Excavating            ,1994736,1422.67,11.0,2025-04-02,407.43,0.0,1015.24,3
Holt,John Mater                    ,1963596,1097.41,11.0,2025-04-01,302.55,501.88000000000005,292.98,4
Holt,Kleinschmidt Farms Llc        ,3050257,4249.34,11.1,2025-03-31,3918.05,0.0,331.29,7
Holt,Mcelmurry Farms Llc           ,3002632,1004.89,11.2,2025-03-27,154.92000000000002,849.97,0.0,5
Holt,United Rentals Inc #933       ,3071989,4205.51,11.4,2025-03-21,3424.97,780.54,0.0,5
Holt,Unrestricted Outdoor Services ,3067957,3541.12,11.4,2025-03-21,419.93,825.0799999999999,2296.11,7
Holt,Kubiak Family Farms           ,1953810,2373.7,11.4,2025-03-20,2373.7,0.0,0.0,4
Holt,Scott Harrington              ,3088379,1276.66,11.4,2025-03-21,197.44,1079.22,0.0,4
Holt,Bill Weston Construction      ,1996226,1129.19,11.6,2025-03-14,228.07,198.96,702.16,7
Holt,Ais Construction Equip Corp   ,1910172,1402.42,11.7,2025-03-12,462.88,0.0,939.54,5
Holt,Wilson Backhoe Inc            ,797503,2231.96,11.9,2025-03-07,325.82,767.4200000000001,1138.72,11
Holt,Concrete Const Inc            ,2023716,3784.23,12.0,2025-03-03,2422.05,65.61,1296.57,8
Indianapolis,Hendricks Co Highway Dept     ,1343560,17610.850000000002,6.2,2025-08-26,1453.74,3191.84,12965.27,17
Indianapolis,Broscapes                     ,3070147,16571.54,6.2,2025-08-25,7256.46,7714.43,1600.65,16
Indianapolis,Town Of Whitestown            ,1396642,7361.76,6.2,2025-08-27,4583.51,30.69,2747.56,4
Indianapolis,Putnam Co Highway Department  ,1374942,37669.76,6.3,2025-08-22,3001.36,15301.04,19367.36,41
Indianapolis,Clay Co Highway Department    ,1322672,50196.26,6.4,2025-08-21,18389.56,25885.78,5920.92,41
Indianapolis,Getchell Brothers Inc         ,3044564,13088.95,6.4,2025-08-20,8108.820000000001,4927.21,52.92,10
Indianapolis,Clinton Co Highway Department ,1322880,3052.2900000000004,6.4,2025-08-19,321.05,0.0,2731.24,4
Indianapolis,Townsend Tree Service         ,1392042,1557.7099999999998,6.4,2025-08-21,1557.7099999999998,0.0,0.0,3
Indianapolis,Indiana Dept Of Transportation,1347622,7066.06,6.5,2025-08-18,4179.24,516.45,2370.37,12
Indianapolis,The Green Gang Inc            ,1338954,2889.71,6.5,2025-08-18,1346.15,962.86,580.6999999999999,16
Indianapolis,Delello & Sons Asphalt Paving ,1327172,10957.36,6.6,2025-08-13,928.45,4764.1,5264.81,10
Indianapolis,Dwayne Daming Excavating      ,1329931,10686.17,6.6,2025-08-15,211.67,6919.93,3554.57,31
Indianapolis,Townsend Tree Service         ,1792043,90691.21,6.7,2025-08-12,43167.03,15997.79,31526.39,39
Indianapolis,Koenig Equipment              ,3040426,1101.22,6.7,2025-08-12,446.05,655.1700000000001,0.0,3
Indianapolis,Indiana Dept Of Transportation,1347657,13556.04,6.8,2025-08-08,3892.44,9482.39,181.21,31
Indianapolis,Case Construction             ,1321333,13861.44,6.9,2025-08-06,9270.83,2888.82,1701.79,16
Indianapolis,Wood Works Landscapes Inc     ,1398300,3805.33,7.0,2025-08-01,2442.99,1029.3,333.04,14
Indianapolis,Nf Construction Llc           ,3086563,11039.25,7.1,2025-07-30,8451.13,2588.12,0.0,3
Indianapolis,Bandit Services Inc           ,1312911,10502.6,7.1,2025-07-31,1210.04,1521.94,7770.62,13
Indianapolis,Force Construction Company Inc,1333630,8060.7,7.1,2025-07-29,3764.12,2368.03,1928.55,8
Indianapolis,Indiana Dept Of Transportation,1347608,7356.269999999999,7.1,2025-07-29,4561.08,1730.35,1064.84,11
Indianapolis,B Baker Construction Llc      ,3011986,2250.61,7.1,2025-07-29,2052.0,0.0,198.61,4
Indianapolis,Indiana Dept Of Transportation,1347607,18768.36,7.2,2025-07-28,6818.27,2686.36,9263.73,37
Indianapolis,Pavement Solutions Inc        ,1372043,28775.99,7.3,2025-07-25,1862.31,25118.61,1795.07,19
Indianapolis,Circle City Outdoors          ,3006437,10625.97,7.3,2025-07-23,4723.43,2672.12,3230.42,14
Indianapolis,Myron Sintz                   ,584880,3307.76,7.3,2025-07-23,3307.76,0.0,0.0,5
Indianapolis,Bi-State Asphalt              ,1315203,2591.36,7.3,2025-07-25,1209.37,1164.07,217.92,6
Indianapolis,Dc Construction Services Inc  ,3031071,5843.599999999999,7.4,2025-07-21,1555.28,3045.75,1242.57,11
Indianapolis,Lynch Construction            ,3081840,4717.18,7.6,2025-07-16,3538.66,1178.52,0.0,3
Indianapolis,Brightview Landscape          ,3062941,1989.35,7.6,2025-07-16,370.14,565.21,1054.0,3
Indianapolis,Padgett Inc                   ,1771080,1785.03,7.6,2025-07-14,891.38,0.0,893.65,5
Indianapolis,Straight Line                 ,1388831,1540.34,7.6,2025-07-14,406.36,491.23,642.75,4
Indianapolis,Fall Creek Regional Waste Dist,3082433,1529.3,7.6,2025-07-14,1313.5,215.8,0.0,6
Indianapolis,Crown Hill Cemetery Inc       ,1325464,3880.04,7.7,2025-07-11,1013.96,1483.52,1382.56,9
Indianapolis,Stouts Transport              ,3044666,10383.88,7.8,2025-07-08,3691.83,2363.68,4328.37,13
Indianapolis,Brown Equipment               ,3055050,9713.38,8.0,2025-07-02,5742.7,170.67000000000002,3800.01,8
Indianapolis,Indiana Excavating Services   ,3001090,8765.779999999999,8.0,2025-07-01,5081.54,2708.66,975.58,15
Indianapolis,Barth Co Rental               ,3069286,1545.92,8.0,2025-07-02,1155.98,0.0,389.94,3
Indianapolis,Wise Excavating               ,3011023,1070.52,8.0,2025-07-01,635.42,435.1,0.0,5
Indianapolis,Walsh Construction            ,3050013,28090.46,8.1,2025-06-30,2305.69,1673.1,24111.67,23
Indianapolis,Recycling Express             ,3095582,4665.66,8.2,2025-06-26,3363.06,1302.6,0.0,8
Indianapolis,Country Gardens Landscaping   ,3040794,5983.52,8.3,2025-06-23,4202.13,1350.0,431.39,7
Indianapolis,Gradex Inc                    ,1338441,1081.6899999999998,8.3,2025-06-24,73.82000000000001,1007.87,0.0,6
Indianapolis,Ides                          ,3082718,14079.11,8.4,2025-06-19,14050.87,28.24,0.0,3
Indianapolis,Bartholomew Co Highway Dept   ,1313430,13623.46,8.4,2025-06-20,1225.38,5855.8,6542.28,25
Indianapolis,Ww Williams                   ,3051147,2494.2,8.5,2025-06-16,2494.2,0.0,0.0,3
Indianapolis,L E Meyers                    ,3096605,1024.17,8.5,2025-06-18,494.24,529.93,0.0,3
Indianapolis,Pcc Sport                     ,1374510,7002.24,8.7,2025-06-12,0.0,7002.24,0.0,6
Indianapolis,Artistic Touch Tree Service   ,3044296,3184.06,8.8,2025-06-09,3074.24,109.82,0.0,4
Indianapolis,3 D Construction              ,3016400,1259.8,8.8,2025-06-09,43.56,872.4300000000001,343.80999999999995,12
Indianapolis,Kuhn Dirtworks                ,3047725,9865.499999999998,8.9,2025-06-05,872.14,197.72,8795.64,10
Indianapolis,Cc Equipment Solutions Llc    ,3068132,6903.86,9.0,2025-06-02,4430.86,807.85,1665.15,19
Indianapolis,Bane Welker Equipment Llc     ,1243058,16794.54,9.1,2025-05-30,349.09000000000003,5977.72,10467.73,29
Indianapolis,Vanover Contracting Llc       ,3012165,9204.59,9.1,2025-05-30,8625.0,509.43,70.16,4
Indianapolis,Valenti Held Group            ,3046656,1456.5800000000002,9.1,2025-05-30,290.22,634.94,531.42,6
Indianapolis,A1 Equipment                  ,3077972,3142.1400000000003,9.2,2025-05-26,2894.2200000000003,247.92,0.0,13
Indianapolis,Robertson Paving              ,1378050,6036.06,9.3,2025-05-23,1539.86,2852.53,1643.6699999999998,8
Indianapolis,Todo Build                    ,3063497,8097.4,9.4,2025-05-20,335.48,6746.429999999999,1015.49,8
Indianapolis,Calvert Steel                 ,1320295,5890.02,9.4,2025-05-20,146.47,0.0,5743.549999999999,3
Indianapolis,Indiana Dept Of Transportation,1347668,39898.28,9.6,2025-05-14,6808.17,20205.64,12884.47,41
Indianapolis,Clinton A Taylor              ,3011201,1534.53,9.6,2025-05-16,721.53,813.0,0.0,4
Indianapolis,J E Powell Excavating         ,3077935,1247.12,9.6,2025-05-14,204.51,1042.61,0.0,10
Indianapolis,Fountain Co Highway Department,1333925,4599.02,9.8,2025-05-09,320.02,1917.83,2361.17,9
Indianapolis,Steve Jones                   ,3072462,1327.55,9.9,2025-05-05,955.27,372.28,0.0,4
Indianapolis,Gary King Wrecker Service     ,3093874,4018.0,10.1,2025-04-30,89.58,3928.42,0.0,3
Indianapolis,Rescue Demolition             ,3082982,1649.46,10.1,2025-04-30,1461.46,188.0,0.0,3
Indianapolis,Trennepohl Family Farms       ,3013245,9654.62,10.7,2025-04-11,1469.02,7952.510000000001,233.09,6
Indianapolis,Repair Work                   ,3052390,14613.9,11.1,2025-03-31,134.59,11066.12,3413.19,14
Indianapolis,Youngstown & Southeastern Rr C,1399524,2365.43,11.1,2025-03-31,123.63,2241.8,0.0,4
Indianapolis,J S Mccullough                ,1360645,2025.48,11.1,2025-03-31,516.0699999999999,1124.87,384.54,6
Indianapolis,Indiana Dept Of Transportation,1347633,4724.790000000001,11.2,2025-03-26,1189.19,2592.88,942.72,14
Indianapolis,C & R Concrete Contractors Inc,1320046,2092.4700000000003,11.2,2025-03-28,936.65,0.0,1155.82,3
Indianapolis,Npk Access Solutions Llc      ,3001209,1422.87,11.2,2025-03-28,128.68,225.84,1068.35,5
Indianapolis,Miller Pipeline Corporation   ,1365376,2836.82,11.3,2025-03-25,274.98,0.0,2561.84,10
Indianapolis,Littleton & Sons Sand & Supply,1358067,3815.58,11.4,2025-03-21,2209.56,1606.0200000000002,0.0,4
Indianapolis,Brackney Inc                  ,1317270,2839.15,11.5,2025-03-17,748.36,0.0,2090.79,7
Indianapolis,Fayette Co Highway Dept       ,1332363,5258.43,11.6,2025-03-14,286.0,2879.03,2093.4,17
Indianapolis,Nucor Steel                   ,1369803,1809.92,11.6,2025-03-14,794.39,1015.53,0.0,3
Indianapolis,Taylor Construction           ,3000185,13904.84,11.8,2025-03-10,1000.1,6188.43,6716.31,7
Indianapolis,K A Miner Excavating Inc      ,3069618,2234.44,11.8,2025-03-10,1768.52,0.0,465.92,3
Indianapolis,Owen Co Highway Department    ,1370911,39200.32,11.9,2025-03-05,243.27,14037.11,24919.94,22
Mansfield,Richland Co Worthington Twp   ,1477313,3992.36,6.1,2025-08-28,3040.2,55.88,896.2800000000001,4
Mansfield,Schalk Mechanical             ,3067698,6003.34,6.2,2025-08-27,284.79,4426.37,1292.18,5
Mansfield,Bluescope Recycling &         ,1465480,24243.24,6.4,2025-08-20,2401.23,865.59,20976.42,16
Mansfield,Crawford Co Engineer          ,425011,6346.52,6.4,2025-08-21,1935.79,1183.06,3227.67,21
Mansfield,Garrett Caldwell              ,4000024,5625.37,6.4,2025-08-20,5625.37,0.0,0.0,3
Mansfield,B & D Underground Utilities   ,3052256,3826.65,6.6,2025-08-13,3826.65,0.0,0.0,4
Mansfield,Smith Farms                   ,1485626,1058.26,6.6,2025-08-13,776.98,0.0,281.28,5
Mansfield,Old School Way                ,1444130,1127.37,6.8,2025-08-07,807.62,194.09,125.66,5
Mansfield,City Of Loudonville           ,459051,1831.3,7.0,2025-08-01,1422.2,409.1,0.0,8
Mansfield,City Of Crestline             ,425151,9319.86,7.1,2025-07-31,6380.49,995.61,1943.76,23
Mansfield,Driven Excavating             ,3040419,2476.36,7.1,2025-07-29,614.42,200.61,1661.33,10
Mansfield,Richland Co Sharon Twp        ,477312,1951.98,7.1,2025-07-31,991.02,960.96,0.0,4
Mansfield,Rebman Repair Llc             ,3071629,6259.0,7.2,2025-07-28,3589.85,2500.17,168.98,14
Mansfield,Steiner'S Equip Sales & Rental,3002389,2535.76,7.2,2025-07-28,1604.41,355.33,576.02,5
Mansfield,Stars And Stripes             ,3063810,8530.01,7.3,2025-07-25,4532.47,1045.0,2952.54,6
Mansfield,Cam Excavating                ,4000102,3047.15,7.3,2025-07-24,3047.15,0.0,0.0,3
Mansfield,Rietschlin Const Inc          ,477500,5265.379999999999,7.4,2025-07-22,2690.16,2411.97,163.25,8
Mansfield,City Of Shelby                ,483602,8269.73,7.5,2025-07-17,2765.54,4218.32,1285.87,15
Mansfield,Ayers Farms Inc               ,1411973,1841.79,7.5,2025-07-17,1139.36,115.36,587.07,8
Mansfield,Jaren Jesson                  ,3078125,1198.24,7.6,2025-07-15,1142.28,55.96,0.0,3
Mansfield,Unlimited Core Solutions      ,3094549,1803.86,7.7,2025-07-11,360.84,1443.02,0.0,3
Mansfield,Dirt Dawg Excavating          ,1428277,5895.66,7.8,2025-07-10,1221.71,4029.67,644.28,8
Mansfield,Wyandot County Engineer       ,498971,33689.12,8.0,2025-07-01,6788.37,20692.95,6207.8,18
Mansfield,Bucyrus Road Material         ,418992,6447.669999999999,8.0,2025-07-01,1391.78,2770.4,2285.49,12
Mansfield,Charlotte Nease               ,1468250,2696.32,8.0,2025-07-03,1594.57,1061.0,40.75,7
Mansfield,Gregory Karcher               ,1450302,1011.0,8.0,2025-07-02,967.0,44.0,0.0,5
Mansfield,City Of Ashland               ,411753,8226.01,8.2,2025-06-25,714.3,3843.27,3668.44,14
Mansfield,Ready To Rent Tool            ,3071260,3285.6600000000003,8.2,2025-06-25,63.88,166.38,3055.4,6
Mansfield,John Slaughterbeck            ,3051561,1077.2399999999998,8.4,2025-06-19,339.39,558.4,179.45,7
Mansfield,Edgar Trent Construction      ,3072201,5928.139999999999,8.7,2025-06-10,686.73,2108.88,3132.53,9
Mansfield,G & G Enterprises             ,1435044,5277.839999999999,8.9,2025-06-05,496.29,3642.78,1138.77,21
Mansfield,Hord Livestock Inc            ,9345915,1651.31,8.9,2025-06-06,680.62,0.0,970.69,4
Mansfield,Clearfork Construction        ,3056974,1834.42,9.1,2025-05-29,71.61,78.2,1684.61,5
Mansfield,Matt Quinn & Company          ,1475063,1410.33,9.2,2025-05-28,849.95,37.38,523.0,7
Mansfield,Integrity Excavating Ii Llc   ,4000097,2287.94,9.3,2025-05-23,2287.94,0.0,0.0,3
Mansfield,Hoover Rental                 ,3050894,1845.84,9.4,2025-05-20,190.26,222.18,1433.4,4
Mansfield,Rolling Acres Rental          ,1478567,5126.59,9.6,2025-05-14,167.54999999999998,103.5,4855.54,9
Mansfield,Mansfield Cemetery Assoc Inc  ,1462877,17457.87,9.7,2025-05-13,8467.74,7581.549999999999,1408.58,15
Mansfield,Moritz Ready Mix              ,3050168,10359.3,9.8,2025-05-08,387.2,5290.19,4681.91,7
Mansfield,E Brown Excavating            ,3082121,1407.0700000000002,9.8,2025-05-08,324.9,1082.17,0.0,9
Mansfield,Sauder Concrete Solutions Ltd ,1480713,1298.95,9.8,2025-05-09,994.28,0.0,304.67,3
Mansfield,Getz Builders Inc             ,1436536,13381.35,9.9,2025-05-07,13068.22,17.76,295.37,7
Mansfield,Schramm Industries            ,3072357,6432.58,10.0,2025-05-02,3397.86,2787.36,247.36,4
Mansfield,Mr Fixit                      ,3072198,3991.34,10.1,2025-04-30,103.67,3887.67,0.0,9
Mansfield,Lind Media                    ,3056756,1380.61,10.3,2025-04-24,-100.0,100.0,1380.61,4
Mansfield,Richland Co Sandusky Twp      ,1477328,1047.52,10.6,2025-04-14,402.96,589.88,54.68,8
Mansfield,Heck'S Mobile Home Service    ,1443126,1319.9,11.2,2025-03-28,535.5,784.4,0.0,3
Mansfield,Wilson Farms                  ,3013138,4005.0,11.6,2025-03-14,4005.0,0.0,0.0,3
Mansfield,Steelmik General Cont & Exc   ,3051887,1603.31,11.7,2025-03-11,103.5,1499.81,0.0,7
Mansfield,Rt Stolcal Cement             ,3081928,1327.11,11.9,2025-03-07,816.5300000000001,510.58,0.0,6
Marietta,Jefferson Co Knox Twp         ,48791,8655.66,6.1,2025-08-28,7399.98,629.76,625.9200000000001,7
Marietta,Belmont Co Warren Twp         ,14482,4160.0,6.1,2025-08-28,275.99,3517.91,366.1,8
Marietta,Village Of Bethesda           ,15122,3708.62,6.1,2025-08-28,599.97,1627.07,1481.58,13
Marietta,Washington Co Palmer Twp      ,95012,14552.009999999998,6.2,2025-08-26,5459.87,5324.03,3768.11,19
Marietta,Affordable Asphalt Maintenance,3053473,6936.41,6.2,2025-08-25,354.2,5414.18,1168.03,4
Marietta,Hardman Trucking Inc          ,41473,3991.04,6.2,2025-08-25,3751.07,0.0,239.97,3
Marietta,Brian Barth Excavating Llc    ,1613421,3789.56,6.2,2025-08-25,1463.94,2325.62,0.0,12
Marietta,Brandon Konkler               ,3000319,3000.69,6.2,2025-08-26,455.6,790.31,1754.78,23
Marietta,Mcalarney Pools Spas & Billard,1660013,2335.33,6.2,2025-08-26,1246.93,545.5,542.9,16
Marietta,Abe Properties Llc            ,1610147,2254.51,6.2,2025-08-27,344.88,118.45,1791.18,9
Marietta,Larry Lang Farm               ,1654917,1315.84,6.2,2025-08-27,815.84,0.0,500.0,3
Marietta,John Feher                    ,3031156,1288.8200000000002,6.2,2025-08-26,212.4,593.89,482.53,9
Marietta,Atlas Towing                  ,1611840,6202.139999999999,6.3,2025-08-22,1245.52,1733.62,3223.0,8
Marietta,Redbird Investment Partners   ,3064219,4734.700000000001,6.4,2025-08-19,112.63,4622.070000000001,0.0,6
Marietta,Taylor'S Welding & Fabrication,3082129,2621.99,6.4,2025-08-21,1048.08,1573.91,0.0,7
Marietta,Jay Bee Oil And Gas           ,3068536,1829.52,6.4,2025-08-21,191.03,74.49,1564.0,7
Marietta,Jimco Plumbing                ,1849147,1314.61,6.5,2025-08-18,650.4399999999999,274.72,389.45,5
